state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare
Ladakh,Leh,Khardungla Pass � Visit Highest Cafeteria In The World,34.278727,77.604676,Adventure & Outdoor Activities,4.7,₹0
Ladakh,Leh,Zanskar Valley Tour,33.562562,76.987755,Natural Landscapes & Wildlife,4.0,₹0
Ladakh,Leh,Spituk Gompa Trek,34.126063,77.525861,Religious & Spiritual Pilgrimages,4.0,₹0
Ladakh,Leh,Lamayuru � For Stargazing,34.152586,77.577054,Sightseeing & Exploration,4.0,₹0
Ladakh,Leh,Chadar Trek,34.144831,77.564329,Adventure & Outdoor Activities,3.5,₹0
Ladakh,Leh,Drang Drung Glacier,34.152586,77.577054,Natural Landscapes & Wildlife,3.8,₹0
Ladakh,Leh,Main Bazaar,34.163644,77.585507,Shopping & Markets,4.7,₹0
Ladakh,Leh,Main Bazaar,34.163644,77.585507,Shopping & Markets,4.6,₹0
Ladakh,Leh,Hall Of Fame,34.090000,77.350000,"Arts, Science & Literature Attractions",4.8,₹0
Ladakh,Leh,Nubra Valley,34.686315,77.567288,Natural Landscapes & Wildlife,4.0,₹0
Ladakh,Leh,Tso Moriri lake,32.911229,78.315941,Natural Landscapes & Wildlife,4.0,₹0
Ladakh,Leh,Magnetic hill,46.134658,-64.888516,Natural Landscapes & Wildlife,4.2,₹0
Ladakh,Leh,Chemrey Monastery,33.959091,77.789095,Religious & Spiritual Pilgrimages,4.3,₹0
Ladakh,Leh,Namgyal Tsemo Monastery,34.167273,77.590485,Religious & Spiritual Pilgrimages,4.7,₹0
Ladakh,Kargil,Drass Valley,34.410027,75.660260,Natural Landscapes & Wildlife,4.9,₹0
Ladakh,Kargil,Kargil War Memorial,34.434004,75.807681,Cultural & Heritage Sites,4.8,₹0
Ladakh,Diskit,Yarab Tso,34.151427,77.572562,Natural Landscapes & Wildlife,4.5,₹0
Ladakh,Diskit,Panamik village,34.798386,77.524680,Sightseeing & Exploration,4.6,₹0
Ladakh,Diskit,Samstanling Monastery,34.360000,77.420000,Religious & Spiritual Pilgrimages,4.9,₹0
Madhya Pradesh,Khajuraho,Raneh waterfall,24.874847,80.051263,Natural Landscapes & Wildlife,4.5,₹0
Madhya Pradesh,Bhopal,Bhojeshwar Mahadev temple,23.100260,77.579533,Religious & Spiritual Pilgrimages,4.7,₹0
Madhya Pradesh,Bhopal,DB City Mall,23.232698,77.429856,Shopping & Markets,4.9,₹0
Madhya Pradesh,Indore,Chappan Dukan,22.724023,75.884257,Shopping & Markets,4.5,₹0
Madhya Pradesh,Indore,Sarafa Bazar,22.717514,75.852306,Shopping & Markets,4.5,₹0
Madhya Pradesh,Indore,Khajrana Ganesh Mandir,22.731233,75.908149,Religious & Spiritual Pilgrimages,4.8,₹0
Madhya Pradesh,Indore,TI Mall,22.721700,75.878600,Shopping & Markets,4.3,₹0
Madhya Pradesh,Indore,Phoenix Citadel,22.746263,75.935307,Shopping & Markets,4.5,₹0
Madhya Pradesh,Gwalior,Teli ka Mandir,26.220398,78.165699,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.3,₹0
Madhya Pradesh,Gwalior,Sas Bahu Temple,24.735195,73.716281,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.5,₹0
Madhya Pradesh,Gwalior,Gopachal Parvat jain temple,26.214536,78.168605,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.6,₹0
Madhya Pradesh,Gwalior,Pagara Dam,26.259775,77.858167,Sightseeing & Exploration,3.9,₹0
Madhya Pradesh,Gwalior,Sarafa Bazar,22.717514,75.852306,Shopping & Markets,4.0,₹0
Madhya Pradesh,Gwalior,Dindayal mall,26.209436,78.166240,Shopping & Markets,4.1,₹0
Madhya Pradesh,Gwalior,Patankar bazaar,26.202485,78.157517,Shopping & Markets,4.0,₹0
Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,23.182905,75.768291,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,₹0
Madhya Pradesh,Ujjain,Kal Bhairava Temple,18.437535,73.639940,Religious & Spiritual Pilgrimages,4.7,₹0
Madhya Pradesh,Ujjain,Ram Ghat,23.187100,75.764400,Sightseeing & Exploration,4.6,₹0
Madhya Pradesh,Ujjain,ISKCON Temple Ujjain,23.161171,75.799723,Religious & Spiritual Pilgrimages,4.7,₹0
Madhya Pradesh,Ujjain,Rumi ka Mazaar,23.179300,75.784912,Cultural & Heritage Sites,5.0,₹0
Madhya Pradesh,Ujjain,Mahakal Lok,23.177785,75.769392,Sightseeing & Exploration,4.8,₹0
Madhya Pradesh,Ujjain,Harsiddhi Mata Temple,21.839745,69.369030,Religious & Spiritual Pilgrimages,4.7,₹0
Madhya Pradesh,Jabalpur,Dhuandhar Falls,23.126274,79.807541,Natural Landscapes & Wildlife,4.5,₹0
Madhya Pradesh,Jabalpur,Narmada aarti,22.333526,77.125927,Religious & Spiritual Pilgrimages,4.5,₹0
Madhya Pradesh,Jabalpur,Rani Durgavati fort,23.148327,79.901657,Natural Landscapes & Wildlife,4.2,₹0
Madhya Pradesh,Jabalpur,Chausath Yogini temple,26.436817,78.235222,Religious & Spiritual Pilgrimages,4.6,₹0
Madhya Pradesh,Jabalpur,Madan Mahal Fort,23.148469,79.901665,Cultural & Heritage Sites,4.2,₹0
Madhya Pradesh,Jabalpur,South Avenue malls,23.124094,79.927194,Shopping & Markets,4.1,₹0
Madhya Pradesh,Jabalpur,Sadar bazaar,28.658511,77.212731,Shopping & Markets,4.0,₹0
Maharahtra,Ratnagiri,Tilak Ali Museum,16.995299,73.290469,"Arts, Science & Literature Attractions",4.6,₹0
Maharashtra,Pune,Phoenix Marketcity Pune,18.562254,73.916694,Shopping & Markets,4.5,₹0
Maharashtra,Pune,Chatushrungi Devi Temple,18.539306,73.829041,Religious & Spiritual Pilgrimages,4.6,₹0
Maharashtra,Pune,Pune-Okayama Friendship Garden,18.491381,73.836760,Sightseeing & Exploration,4.5,₹0
Maharashtra,Pune,Dagadusheth Halwai Ganapati temple,18.516430,73.856133,Religious & Spiritual Pilgrimages,4.8,₹0
Maharashtra,Aurangabad,Prozone Mall,11.054768,76.994111,Shopping & Markets,4.3,₹0
Maharashtra,Aurangabad,Bibi ka Maqbara,19.900625,75.319353,Cultural & Heritage Sites,4.2,₹0
Maharashtra,Nashik,Trimbakeshwar Jyotirling Mandir,19.932261,73.530788,Religious & Spiritual Pilgrimages,4.6,₹0
Maharashtra,Nashik,Pandav Leni caves,19.941211,73.748555,Cultural & Heritage Sites,4.6,₹0
Maharashtra,Alibaug,Water Sports in Alibaug,18.658399,72.877335,Adventure & Outdoor Activities,4.9,₹0
Maharashtra,Ratnagiri,Jaigad Fort,17.300493,73.221612,Cultural & Heritage Sites,4.1,₹0
Maharashtra,Nagpur,Khindsi Lake water sports,21.404032,79.363452,Adventure & Outdoor Activities,4.0,₹0
Maharashtra,Nagpur,Khindsi Lake,21.404032,79.363452,Natural Landscapes & Wildlife,4.0,₹0
Maharashtra,Nagpur,Ambazari Lake & Garden,21.129257,79.048969,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.0,₹0
Maharashtra,Tarkarli,Tarkarli Beach,16.013686,73.489833,Natural Landscapes & Wildlife,4.6,₹0
Maharashtra,Satara,Lodwick Point,17.939468,73.634769,Sightseeing & Exploration,4.4,₹0
Maharashtra,Satara,Thoseghar Waterfall,17.598097,73.848153,Natural Landscapes & Wildlife,4.5,₹0
Maharashtra,Satara,Ajinkyatara Fort,17.672343,73.990472,Cultural & Heritage Sites,4.5,₹0
Maharashtra,Satara,Uttar Chidambaram Nataraj mandir,17.685200,74.025400,Religious & Spiritual Pilgrimages,4.6,₹0
Maharashtra,Satara,Pratapgad Fort,17.937288,73.578393,Cultural & Heritage Sites,4.5,₹0
Maharashtra,Matheran,Echo Point,17.978600,73.637300,Sightseeing & Exploration,4.4,₹0
Maharashtra,Matheran,Dodhani Waterfalls,18.988659,73.271179,Natural Landscapes & Wildlife,4.6,₹0
Maharashtra,Matheran,Ambarnath Shiv Temple,19.182517,73.192602,Religious & Spiritual Pilgrimages,4.2,₹0
Maharastra,Mumbai,Marine Drive,18.943211,72.822998,Sightseeing & Exploration,4.5,₹0
Maharastra,Mumbai,Gateway of India,18.921984,72.834654,Cultural & Heritage Sites,4.6,₹0
Maharastra,Mumbai,Shopping at Colaba Causeway,18.924645,72.832132,Shopping & Markets,4.2,₹0
Maharastra,Mumbai,"Shopping at Linking road, Bandra",19.064236,72.834912,Shopping & Markets,4.2,₹0
Maharastra,Mumbai,"Phoenix marketcity Mall, Kurla",19.086380,72.888977,Shopping & Markets,4.5,₹0
Maharastra,Mumbai,"Jio world drive mall, BKC",19.054315,72.851571,"Arts, Science & Literature Attractions",4.6,₹0
Maharastra,Mumbai,"Five gardens, Matunga",19.019747,72.854312,Sightseeing & Exploration,4.1,₹0
Maharastra,Mumbai,Worli seaface,19.009143,72.815728,Religious & Spiritual Pilgrimages,4.5,₹0
Maharastra,Mumbai,Siddhivinayak Temple,19.016990,72.830400,Religious & Spiritual Pilgrimages,4.8,₹0
Maharastra,Mumbai,Mahalaxmi Temple,18.977300,72.806600,Religious & Spiritual Pilgrimages,4.7,₹0
Maharastra,Mumbai,Haji Ali Dargah,18.982827,72.808897,Religious & Spiritual Pilgrimages,4.4,₹0
Maharastra,Mumbai,Chowpatty Beach,18.951862,72.816559,Natural Landscapes & Wildlife,4.3,₹0
Maharastra,Lonavala,Tiger�s Leap cliff top,18.696100,73.385200,Sightseeing & Exploration,4.4,₹0
Maharastra,Lonavala,Duke's nose trail,18.732392,73.367820,Adventure & Outdoor Activities,4.3,₹0
Maharastra,Lonavala,Bhushi dam,18.722426,73.396289,Natural Landscapes & Wildlife,4.0,₹0
Maharastra,Lonavala,Sunset at Lion's point,18.608297,73.386465,Sightseeing & Exploration,4.0,₹0
Maharastra,Alibaug,Alibaug Beach,18.639142,72.872021,Natural Landscapes & Wildlife,4.2,₹0
Maharastra,Ratnagiri,Ganapatipule Temple,17.144957,73.266214,Religious & Spiritual Pilgrimages,4.7,₹0
Maharastra,Nagpur,Deekshabhoomi,21.128056,79.066944,Cultural & Heritage Sites,4.5,₹0
Maharastra,Kolhapur,Shri Ambabai Temple,16.416000,74.135999,Religious & Spiritual Pilgrimages,4.8,₹0
Maharastra,Lonavala,Lions Point,18.699900,73.385900,Sightseeing & Exploration,4.4,₹0
Maharastra,Lonavala,Ekvira Devi Temple,18.783245,73.470228,Religious & Spiritual Pilgrimages,4.7,₹0
Meghalaya,Cherrapunji,Thangkharang park,25.216707,91.724078,Sightseeing & Exploration,4.9,₹0
Meghalaya,Cherrapunji,Mawkdok Dympep valley,25.411798,91.790840,Sightseeing & Exploration,4.7,₹0
Meghalaya,Cherrapunji,Mawsmai cave-Longest cave systems in India,25.244571,91.724088,Sightseeing & Exploration,4.0,₹0
Meghalaya,Cherrapunji,Mawmluh caves,25.253999,91.713062,Sightseeing & Exploration,4.0,₹0
Meghalaya,Cherrapunji,Nohkalikai watterfalls,25.275472,91.686168,Sightseeing & Exploration,4.6,₹0
Meghalaya,Cherrapunji,Living Root Bridge,25.467031,91.366216,Natural Landscapes & Wildlife,4.9,₹0
Nagaland,Kohima,Mt Japfu,25.597501,94.066666,Natural Landscapes & Wildlife,4.9,₹0
Nagaland,Kohima,Naga keeda bazaar,26.158435,94.562443,Shopping & Markets,3.9,₹0
Nagaland,Kohima,Touphema village,25.845568,94.176975,Cultural & Heritage Sites,4.0,₹0
Nagaland,Kohima,Camping by Kohima mountains,25.675113,94.108600,Adventure & Outdoor Activities,4.0,₹0
Nagaland,Kohima,Ntangki national park,25.549653,93.520564,Natural Landscapes & Wildlife,4.8,₹0
Odisha,Puri,Puri beach,19.794749,85.817939,Natural Landscapes & Wildlife,4.6,₹0
Odisha,Puri,Raghurajpur Artist village,19.885512,85.825288,"Arts, Science & Literature Attractions",4.4,₹0
Odisha,Puri,Chilika lake,19.844963,85.825746,Natural Landscapes & Wildlife,4.4,₹0
Odisha,Konark,Chandrabhaga beach,19.892069,86.094536,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,₹0
Odisha,Konark,Lingaraj Temple,20.238452,86.091184,"Cultural & Heritage Sites, Religious & Spiritual Pilgrimages",4.9,₹0
Odisha,Rourkela,Jagannath Temple,22.247828,86.091184,Religious & Spiritual Pilgrimages,3.9,₹0
Odisha,Rourkela,Indira Gandhi Park,22.240206,84.877757,Sightseeing & Exploration,4.0,₹0
Odisha,Rourkela,Pitamahal dam,22.227355,84.874708,Natural Landscapes & Wildlife,3.6,₹0
Odisha,Rourkela,VIP market,22.247799,84.747293,Shopping & Markets,4.0,₹0
Odisha,Rourkela,Hanuman Vatika garden,22.221724,84.867526,Sightseeing & Exploration,4.9,₹0
Odisha,Cuttack,Odisha State Maritime museum,20.478926,84.853584,"Arts, Science & Literature Attractions",4.2,₹0
Odisha,Cuttack,Netaji museum,20.470067,85.861909,"Arts, Science & Literature Attractions",4.8,₹0
Odisha,Cuttack,Dhabaleshwar Island,20.462521,85.866800,Sightseeing & Exploration,4.5,₹0
Odisha,Cuttack,Barabati Fort,20.484531,85.882990,Cultural & Heritage Sites,4.5,₹0
Odisha,Sambalpur,Hirakud Dam,21.530590,85.865177,Natural Landscapes & Wildlife,4.5,₹0
Odisha,Sambalpur,Gudguda waterfall,21.466872,83.919215,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.7,₹0
Odisha,Berhampur,Khasada waterfall,19.255888,83.981167,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.4,₹0
Odisha,Berhampur,Aryapalli beach,19.314962,84.233210,Natural Landscapes & Wildlife,4.9,₹0
Odisha,Berhampur,Bada bazaar,19.314962,84.794091,Shopping & Markets,4.1,₹0
Odisha,Berhampur,Sana bazaar,19.315611,84.794091,Shopping & Markets,3.9,₹0
Odisha,Berhampur,Gopalpur Beach,19.314962,84.780999,Natural Landscapes & Wildlife,4.0,₹0
Odisha,Berhampur,Tara Tarini Temple,19.314962,84.794091,Religious & Spiritual Pilgrimages,4.6,₹0
Odisha,Keonjhar,Gundichaghagi waterfall,21.348299,85.581685,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.3,₹0
Odisha,Keonjhar,Sitabinji Fresco painting and rock inscription,21.502402,85.822123,Cultural & Heritage Sites,4.9,₹0
Odisha,Keonjhar,Sanaghagara Waterfall,21.632772,85.769228,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.3,₹0
Odisha,Balasore,Kshirachora Gopinatha Temple,21.537878,85.556956,Religious & Spiritual Pilgrimages,4.2,₹0
Odisha,Balasore,Balaramgadi beach,21.472700,86.879812,"Natural Landscapes & Wildlife,Adventure & Outdoor Activities,  Sightseeing & Exploration",4.4,₹0
Odisha,Balasore,Chandipur Beach,21.451879,86.730167,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.2,₹0
Puducherry,Puducherry,Promenade Beach,11.931277,79.835802,Natural Landscapes & Wildlife,3.8,₹0
Puducherry,Puducherry,Auroville,12.005248,79.806892,Cultural & Heritage Sites,4.1,₹0
Puducherry,Puducherry,Casablanca mall,11.941592,79.808313,Shopping & Markets,4.2,₹0
Puducherry,Puducherry,Saram China market,11.940801,79.812104,Shopping & Markets,4.2,₹0
Puducherry,Puducherry,Pondicherry botanical garden,11.930214,79.822421,Natural Landscapes & Wildlife,4.2,₹0
Puducherry,Puducherry,Manakula Vinayagar temple,11.935776,79.833662,Religious & Spiritual Pilgrimages,4.6,₹0
Puducherry,Puducherry,Chunnambar boat house,11.883813,79.800688,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.5,₹0
Puducherry,Puducherry,Heritage walk by White town,11.941592,79.808313,Cultural & Heritage Sites,4.8,₹0
Puducherry,Puducherry,Sightseeing at Green Quarter,11.941592,79.808313,Sightseeing & Exploration,4.7,₹0
Puducherry,Puducherry,Temple Adventures centre-Scuba diving,11.941592,79.808313,Adventure & Outdoor Activities,3.9,₹0
Puducherry,Puducherry,Paradise beach and island,11.941592,79.808313,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.4,₹0
Punjab,Amritsar,Shri Durgiana Temple,31.627623,74.858023,Religious & Spiritual Pilgrimages,4.7,₹0
Punjab,Amritsar,Shree Harminder Sahib Gurudwara,31.627153,74.867345,Religious & Spiritual Pilgrimages,4.9,₹0
Punjab,Amritsar,Golden Temple (Harmandir Sahib),31.625694,74.879009,Religious & Spiritual Pilgrimages,4.9,₹0
Punjab,Amritsar,Jallianwala Bagh,31.619980,74.876485,Cultural & Heritage Sites,4.8,₹0
Punjab,Amritsar,Wagah Border,31.620740,74.880166,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.8,₹0
Punjab,Chandigarh,Japanese Garden,31.604839,74.574078,"Cultural & Heritage Sites, Natural Landscapes & Wildlife",4.3,₹0
Punjab,Chandigarh,Sector 17 Market,30.739500,76.782500,Shopping & Markets,4.4,₹0
Punjab,Chandigarh,ISKON temple,30.739471,76.782533,Religious & Spiritual Pilgrimages,4.8,₹0
Punjab,Chandigarh,Terraced garden,30.714400,76.771600,Natural Landscapes & Wildlife,4.5,₹0
Punjab,Chandigarh,Sukhna Lake,13.071630,80.256796,Natural Landscapes & Wildlife,4.6,₹0
Rajasthan,Jaipur,Birla Mandir,23.071424,72.516785,Religious & Spiritual Pilgrimages,4.6,₹0
Rajasthan,Jaipur,Shree Khole Ki Hanuman Mandir,26.907524,75.739639,Religious & Spiritual Pilgrimages,4.8,₹0
Rajasthan,Jaipur,Cental Park,26.904900,75.808700,Natural Landscapes & Wildlife,4.6,₹0
Rajasthan,Jaipur,Moti Dungri Ganesh Ji Temple,26.894700,75.816700,Religious & Spiritual Pilgrimages,4.8,₹0
Rajasthan,Jaipur,Jantar Mantar,26.894658,75.816715,"Arts, Science & Literature Attractions",4.5,₹0
Rajasthan,Jaipur,Amber Palace,28.627055,77.216627,Cultural & Heritage Sites,4.6,₹0
Rajasthan,Udaipur,Lake Pichola,26.924046,75.826714,Natural Landscapes & Wildlife,4.7,₹0
Rajasthan,Udaipur,Jagdish Temple,24.572000,73.679000,Religious & Spiritual Pilgrimages,4.7,₹0
Rajasthan,Udaipur,Ambrai Ghat,24.579654,73.683615,Sightseeing & Exploration,4.7,₹0
Rajasthan,Udaipur,Karni Mata Temple,24.580048,73.682258,Religious & Spiritual Pilgrimages,4.0,₹0
Rajasthan,Jaisalmer,Gadisar Lake,27.522940,70.156480,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.4,₹0
Rajasthan,Ranthambore,Trinetra Ganesh Temple,26.912456,70.912609,Religious & Spiritual Pilgrimages,4.7,₹0
Rajasthan,Ranthambore,Ranthambore Fort,26.017491,76.453236,Cultural & Heritage Sites,4.5,₹0
Rajasthan,Ajmer,Anasagar Lake,26.455216,74.625146,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.5,₹0
Rajasthan,Ajmer,Khwaja Gharib Nawaz Dargah,26.474593,74.619547,Religious & Spiritual Pilgrimages,4.6,₹0
Rajasthan,Mount Abu,Nakki Lake,26.297827,73.018013,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.4,₹0
Rajasthan,Mount Abu,Sunset Point,24.594511,72.706230,"Natural Landscapes & Wildlife, Sightseeing & Exploration",0.4,₹0
Rajasthan,Mount Abu,Dilwara Temples,24.609400,72.723000,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.6,₹0
Rajasthan,Udaipur,Lake Pichola,26.981605,75.844792,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.6,₹0
Sikkim,Gangtok,Nathula Pass,27.386568,88.830873,"Sightseeing & Exploration, Natural Landscapes & Wildlife",3.0,₹0
Sikkim,Gangtok,Explore M.G.Marg city centre,27.325382,88.611890,Sightseeing & Exploration,4.8,₹0
Sikkim,Gangtok,Sunrise at Tashi view point,27.370641,88.616133,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.4,₹0
Sikkim,Gangtok,Shopping at Lal Bazaar,27.351641,88.323931,Shopping & Markets,4.6,₹0
Sikkim,Gangtok,Tsuk La Khang Monastery,27.326111,88.614722,Religious & Spiritual Pilgrimages,4.7,₹0
Sikkim,Gangtok,Hanuman Tok,27.347835,88.628696,Religious & Spiritual Pilgrimages,4.3,₹0
Sikkim,Gangtok,Seven Sisters waterfall,27.443753,88.607772,Natural Landscapes & Wildlife,4.4,₹0
Sikkim,Gangtok,Tsongmo lake,27.374167,88.761944,Natural Landscapes & Wildlife,4.2,₹0
Sikkim,Gangtok,Shingba Rhododendron sanctuary,27.801286,88.769520,Natural Landscapes & Wildlife,3.8,₹0
Sikkim,Gangtok,Khangchendzonga biosphere reserve,27.667245,88.324556,Natural Landscapes & Wildlife,3.2,₹0
Sikkim,Gangtok,Banjkhari falls,27.350764,88.603232,Natural Landscapes & Wildlife,4.0,₹0
Sikkim,Pelling,Pemayangtse Monastery,27.303354,88.253716,Cultural & Heritage Sites,4.8,₹0
Sikkim,Pelling,Kanchenjunga waterfalls and national park,27.358688,88.198813,Natural Landscapes & Wildlife,4.8,₹0
Sikkim,Pelling,Rabdentse Ruins,27.301403,88.256622,Cultural & Heritage Sites,5.0,₹0
Sikkim,Pelling,Rinchenpong bazaar,27.243277,88.270857,Shopping & Markets,4.3,₹0
Sikkim,Pelling,Rural Artisan Marketing Centre,27.300712,88.235899,Shopping & Markets,4.3,₹0
Sikkim,Pelling,Singshore suspension bridge,27.260407,88.112998,"Adventure & Outdoor Activities,Sightseeing & Exploration",4.7,₹0
Sikkim,Pelling,Kalimpong,27.059356,88.469454,Sightseeing & Exploration,4.5,₹0
Sikkim,Namchi,Char Dham,27.351641,88.323931,Religious & Spiritual Pilgrimages,4.8,₹0
Sikkim,Namchi,Tendong Hill & Biodiversity park,27.351641,88.323931,Natural Landscapes & Wildlife,5.0,₹0
Sikkim,Namchi,Doling Gompa,27.351641,88.323931,Religious & Spiritual Pilgrimages,4.5,₹0
Sikkim,Namchi,Ngadak monastery,27.173241,88.370628,Religious & Spiritual Pilgrimages,4.7,₹0
Sikkim,Namchi,Samdruptse Hill,27.179974,88.379678,Religious & Spiritual Pilgrimages,3.9,₹0
Sikkim,Ravangla,Buddha Park,27.314362,88.363271,"Arts, Science & Literature Attractions",3.8,₹0
Sikkim,Ravangla,Ralang monastery,27.327015,88.355095,Religious & Spiritual Pilgrimages,3.7,₹0
Sikkim,Ravangla,Doling Gompa,27.351641,88.323931,Religious & Spiritual Pilgrimages,34.0,₹0
Sikkim,Ravangla,Rayong sunrise point,27.351641,88.323931,Sightseeing & Exploration,4.1,₹0
Sikkim,Ravangla,Maenam hill,27.351641,88.323931,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities, Sightseeing & Exploration",4.0,₹0
Tamil Nadu,Chennai,Marina Beach,13.049953,87.040608,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",3.9,₹0
Tamil Nadu,Chennai,Mahabalipuram,12.620782,80.282403,Cultural & Heritage Sites,4.8,₹0
Tamil Nadu,Chennai,Pondy bazaar,13.039889,80.027613,Shopping & Markets,4.0,₹0
Tamil Nadu,Chennai,Ubbalamadugu falls,13.604197,80.256112,Natural Landscapes & Wildlife,4.4,₹0
Tamil Nadu,Chennai,Pulicat lake,13.082680,79.843841,Natural Landscapes & Wildlife,4.7,₹0
Tamil Nadu,Chennai,Barracuda bay(fishing),13.082680,80.270718,"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",4.9,₹0
Tamil Nadu,Madurai,Meghamalai,9.882175,80.270718,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.1,₹0
Tamil Nadu,Madurai,Vaigai dam,9.925201,78.118707,Sightseeing & Exploration,4.1,₹0
Tamil Nadu,Madurai,Gandhi memorial museum,10.053663,78.119775,Cultural & Heritage Sites,3.9,₹0
Tamil Nadu,Madurai,Jain caves,9.921118,78.138109,"Cultural & Heritage Sites, Sightseeing & Exploration",4.8,₹0
Tamil Nadu,Madurai,Shopping at Puthu Mandapam,9.912620,78.123748,Shopping & Markets,4.0,₹0
Tamil Nadu,Madurai,Meenakshi Amman Temple,9.920146,78.125397,Religious & Spiritual Pilgrimages,3.9,₹0
Tamil Nadu,Rameswaram,Sea world aquarium,9.919505,78.121253,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,₹0
Tamil Nadu,Rameswaram,Rameswaram lighthouse,9.287584,78.119342,Sightseeing & Exploration,4.1,₹0
Tamil Nadu,Rameswaram,Water bird Sanctuary,9.288132,79.330689,Natural Landscapes & Wildlife,4.2,₹0
Tamil Nadu,Rameswaram,Adam's bridge,9.287584,79.270910,Cultural & Heritage Sites,2.0,₹0
Tamil Nadu,Rameswaram,Ariyaman beach,9.086491,79.312949,Adventure & Outdoor Activities,4.5,₹0
Tamil Nadu,Rameswaram,Agni teertham sacred bath,9.296840,79.568519,Religious & Spiritual Pilgrimages,4.8,₹0
Tamil Nadu,Rameswaram,Kothandaramaswamy Temple,9.288616,79.068032,Religious & Spiritual Pilgrimages,4.0,₹0
Tamil Nadu,Rameswaram,Ramanathaswamy Temple,9.233148,79.321382,Religious & Spiritual Pilgrimages,3.9,₹0
Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,9.288114,79.348047,Cultural & Heritage Sites,4.6,₹0
Tamil Nadu,Kanyakumari,Triveni Sangam,8.250743,77.554036,Cultural & Heritage Sites,4.7,₹0
Tamil Nadu,Kanyakumari,Sannathi Street shopping,8.078075,77.326699,Shopping & Markets,3.9,₹0
Tamil Nadu,Kanyakumari,Courtallam falls,8.080950,77.550817,Natural Landscapes & Wildlife,4.8,₹0
Tamil Nadu,Kanyakumari,St.Xavier Church,8.125627,77.277938,Religious & Spiritual Pilgrimages,4.2,₹0
Tamil Nadu,Kanyakumari,Kumari Amman temple,8.174826,77.564996,Religious & Spiritual Pilgrimages,4.6,₹0
Tamil Nadu,Kanyakumari,Ooty Lake,8.079304,77.438501,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,₹0
Tamil Nadu,Coimbatore,Marudamalai Temple,11.410204,77.550977,Religious & Spiritual Pilgrimages,4.7,₹0
Tamil Nadu,Coimbatore,Trek to Dhoni hills,11.046568,76.695032,Adventure & Outdoor Activities,4.5,₹0
Tamil Nadu,Coimbatore,Trek to Perumal peak,11.016845,76.851707,Adventure & Outdoor Activities,4.7,₹0
Tamil Nadu,Coimbatore,Trek to Thalaiyar falls,11.016845,76.955832,Adventure & Outdoor Activities,4.3,₹0
Tamil Nadu,Coimbatore,Black Thunder amusement park,11.016845,76.955832,Adventure & Outdoor Activities,4.6,₹0
Tamil Nadu,Coimbatore,Adiyogi Shiva Statue,11.009256,76.912704,Religious & Spiritual Pilgrimages,4.7,₹0
Tamil Nadu,Coimbatore,GeDee Car museum tour,10.913221,76.740444,"Arts, Science & Literature Attractions, Cultural & Heritage Sites",4.5,₹0
Tamil Nadu,Coimbatore,Textile museum tour,11.006629,77.036902,"Arts, Science & Literature Attractions",4.7,₹0
Tamil Nadu,Coimbatore,Anamalai Wildlife Sanctuary,11.034734,76.977921,Natural Landscapes & Wildlife,4.7,₹0
Tamil Nadu,Coimbatore,Valankulam lake,10.405986,77.032470,Sightseeing & Exploration,4.5,₹0
Tamil Nadu,Coimbatore,Nilgiri Biosphere Nature Park,11.014793,76.692671,Natural Landscapes & Wildlife,4.6,₹0
Tamil Nadu,Kodaikanal,Berijam lake,10.231017,77.478534,"Sightseeing & Exploration, Natural Landscapes & Wildlife",4.7,₹0
Tamil Nadu,Kodaikanal,Guna caves,10.184144,77.491890,Adventure & Outdoor Activities,4.5,₹0
Tamil Nadu,Kodaikanal,La Saleth Church,10.210344,77.395959,Religious & Spiritual Pilgrimages,4.6,₹0
